sentence_id,sentence,top_label,top_score,all_labels,all_scores
500,Whatsoever directly involves the rights and interests of the federative fraternity or of foreign powers is of the resort of this General Government.,governance,0.9144359230995178,"[""governance"", ""society"", ""politics"", ""war/security"", ""economy""]","[0.9144359230995178, 0.04068958759307861, 0.03196141868829727, 0.0078004347160458565, 0.005112648010253906]"
501,"The duties of both are obvious in the general principle, though sometimes perplexed with difficulties in the detail.",governance,0.3199200928211212,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.3199200928211212, 0.2874871790409088, 0.2179347574710846, 0.09859426319599152, 0.07606367021799088]"
502,To respect the rights of the State governments is the inviolable duty of that of the Union; the government of every State will feel its own obligation to respect and preserve the rights of the whole.,governance,0.744886040687561,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.744886040687561, 0.12794920802116394, 0.086564801633358, 0.02536073513329029, 0.015239281579852104]"
503,"The prejudices everywhere too commonly entertained against distant strangers are worn away, and the jealousies of jarring interests are allayed by the composition and functions of the great national councils annually assembled from all quarters of the Union at this place.",society,0.3754497766494751,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.3754497766494751, 0.2909501791000366, 0.15553691983222961, 0.13824594020843506, 0.03981723636388779]"
504,"Here the distinguished men from every section of our country, while meeting to deliberate upon the great interests of those by whom they are deputed, learn to estimate the talents and do justice to the virtues of each other.",society,0.420358806848526,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.420358806848526, 0.24237912893295288, 0.17456452548503876, 0.13268974423408508, 0.030007800087332726]"
505,"The harmony of the nation is promoted and the whole Union is knit together by the sentiments of mutual respect, the habits of social intercourse, and the ties of personal friendship formed between the representatives of its several parts in the performance of their service at this metropolis.",society,0.7900452613830566,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.7900452613830566, 0.11850149184465408, 0.038619983941316605, 0.03610100597143173, 0.016732219606637955]"
506,"Passing from this general review of the purposes and injunctions of the Federal Constitution and their results as indicating the first traces of the path of duty in the discharge of my public trust, I turn to the Administration of my immediate predecessor as the second.",governance,0.5684371590614319,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.5684371590614319, 0.18623247742652893, 0.1415516883134842, 0.06353431195020676, 0.040244389325380325]"
507,"It has passed away in a period of profound peace, how much to the satisfaction of our country and to the honor of our country's name is known to you all.",society,0.524476170539856,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.524476170539856, 0.20781484246253967, 0.13388429582118988, 0.08827924728393555, 0.04554545506834984]"
508,"The great features of its policy, in general concurrence with the will of the Legislature, have been to cherish peace while preparing for defensive war; to yield exact justice to other nations and maintain the rights of our own; to cherish the principles of freedom and of equal rights wherever they were proclaimed; to discharge with all possible promptitude the national debt; to reduce within the narrowest limits of efficiency the military force; to improve the organization and discipline of the Army; to provide and sustain a school of military science; to extend equal protection to all the great interests of the nation; to promote the civilization of the Indian tribes, and to proceed in the great system of internal improvements within the limits of the constitutional power of the Union.",governance,0.32329532504081726,"[""governance"", ""war/security"", ""politics"", ""society"", ""economy""]","[0.32329532504081726, 0.29898741841316223, 0.16854527592658997, 0.1403588056564331, 0.06881313025951385]"
509,"Under the pledge of these promises, made by that eminent citizen at the time of his first induction to this office, in his career of eight years the internal taxes have been repealed; sixty millions of the public debt have been discharged; provision has been made for the comfort and relief of the aged and indigent among the surviving warriors of the Revolution; the regular armed force has been reduced and its constitution revised and perfected; the accountability for the expenditure of public moneys has bee made more effective; the Floridas have been peaceably acquired, and our boundary has been extended to the Pacific Ocean; the independence of the southern nations of this hemisphere has been recognized, and recommended by example and by counsel to the potentates of Europe; progress has been made in the defense of the country by fortifications and the increase of the Navy, toward the effectual suppression of the African traffic in slaves; in alluring the aboriginal hunters of our land to the cultivation of the soil and of the mind, in exploring the interior regions of the Union, and in preparing by scientific researches and surveys for the further application of our national resources to the internal improvement of our country.",governance,0.35158276557922363,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.35158276557922363, 0.27310118079185486, 0.2278178334236145, 0.08500377088785172, 0.062494490295648575]"
510,In this brief outline of the promise and performance of my immediate predecessor the line of duty for his successor is clearly delineated To pursue to their consummation those purposes of improvement in our common condition instituted or recommended by him will embrace the whole sphere of my obligations.,society,0.3760690689086914,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.3760690689086914, 0.3315925896167755, 0.1331920623779297, 0.12833018600940704, 0.030816100537776947]"
511,"To the topic of internal improvement, emphatically urged by him at his inauguration, I recur with peculiar satisfaction.",politics,0.37309780716896057,"[""politics"", ""governance"", ""economy"", ""society"", ""war/security""]","[0.37309780716896057, 0.2600753605365753, 0.18341264128684998, 0.13047142326831818, 0.05294271931052208]"
512,It is that from which I am convinced that the unborn millions of our posterity who are in future ages to people this continent will derive their most fervent gratitude to the founders of the Union; that in which the beneficent action of its Government will be most deeply felt and acknowledged.,governance,0.7996619939804077,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.7996619939804077, 0.14623160660266876, 0.027242252603173256, 0.020178690552711487, 0.006685406900942326]"
513,The magnificence and splendor of their public works are among the imperishable glories of the ancient republics.,society,0.4443090856075287,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.4443090856075287, 0.35767582058906555, 0.08437028527259827, 0.07316706329584122, 0.0404776893556118]"
514,"The roads and aqueducts of Rome have been the admiration of all afte ages, and have survived thousands of years after all her conquests have been swallowed up in despotism or become the spoil of barbarians.",governance,0.4604864716529846,"[""governance"", ""economy"", ""society"", ""war/security"", ""politics""]","[0.4604864716529846, 0.2248414009809494, 0.20369885861873627, 0.07604527473449707, 0.03492791950702667]"
515,Some diversity of opinion has prevailed with regard to the powers of Congress for legislation upon objects of this nature.,governance,0.318413645029068,"[""governance"", ""politics"", ""society"", ""war/security"", ""economy""]","[0.318413645029068, 0.2819581627845764, 0.16565673053264618, 0.12847284972667694, 0.10549861192703247]"
516,The most respectful deference is due to doubts originating in pure patriotism and sustained by venerated authority.,governance,0.36313578486442566,"[""governance"", ""society"", ""economy"", ""war/security"", ""politics""]","[0.36313578486442566, 0.3098650574684143, 0.12402069568634033, 0.12311917543411255, 0.07985928654670715]"
517,But nearly twenty years have passed since the construction of the first national road was commenced.,society,0.4121171236038208,"[""society"", ""governance"", ""economy"", ""war/security"", ""politics""]","[0.4121171236038208, 0.24255359172821045, 0.1995009332895279, 0.07479298859834671, 0.07103542983531952]"
518,The authority for its construction was then unquestioned.,governance,0.37609732151031494,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.37609732151031494, 0.23057040572166443, 0.20160089433193207, 0.13142751157283783, 0.060303885489702225]"
519,To how many thousands of our countrymen has it proved a benefit?,society,0.4964814782142639,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.4964814782142639, 0.20808738470077515, 0.13173794746398926, 0.103863425552845, 0.05982975289225578]"
520,To what single individual has it ever proved an injury?,economy,0.37578168511390686,"[""economy"", ""governance"", ""politics"", ""war/security"", ""society""]","[0.37578168511390686, 0.2551201283931732, 0.13057354092597961, 0.11986567825078964, 0.11865898966789246]"
521,"Repeated, liberal, and candid discussions in the Legislature have conciliated the sentiments and approximated the opinions of enlightened minds upon the question of constitutional power.",politics,0.4898226261138916,"[""politics"", ""governance"", ""society"", ""economy"", ""war/security""]","[0.4898226261138916, 0.2848009467124939, 0.14151747524738312, 0.053782057017087936, 0.03007686510682106]"
522,"I can not but hope that by the same process of friendly, patient, and persevering deliberation all constitutional objections will ultimately be removed.",governance,0.5206484794616699,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.5206484794616699, 0.2142408937215805, 0.12528012692928314, 0.08790037035942078, 0.05193004012107849]"
523,"The extent and limitation of the powers of the General Government in relation to this transcendently important interest will be settled and acknowledged to the common satisfaction of all, and every speculative scruple will be solved by a practical public blessing.",governance,0.6151034235954285,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.6151034235954285, 0.17535220086574554, 0.1518229991197586, 0.0331185981631279, 0.024602726101875305]"
524,"Fellow citizens, you are acquainted with the peculiar circumstances of the recent election, which have resulted in affording me the opportunity of addressing you at this time.",politics,0.6522535681724548,"[""politics"", ""society"", ""governance"", ""economy"", ""war/security""]","[0.6522535681724548, 0.17304711043834686, 0.08031006902456284, 0.06241877004504204, 0.031970441341400146]"
525,You have heard the exposition of the principles which will direct me in the fulfillment of the high and solemn trust imposed upon me in this station.,governance,0.37471991777420044,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.37471991777420044, 0.267623633146286, 0.17408552765846252, 0.12507939338684082, 0.05849152430891991]"
526,"Less possessed of your confidence in advance than any of my predecessors, I am deeply conscious of the prospect that I shall stand more and oftener in need of your indulgence.",governance,0.301175981760025,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.301175981760025, 0.2929239571094513, 0.2106124460697174, 0.13953515887260437, 0.0557524710893631]"
527,"Intentions upright and pure, a heart devoted to the welfare of our country, and the unceasing application of all the faculties allotted to me to her service are all the pledges that I can give for the faithful performance of the arduous duties I am to undertake.",society,0.3710379898548126,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.3710379898548126, 0.2716847062110901, 0.2184758186340332, 0.10054773837327957, 0.038253720849752426]"
528,"To the guidance of the legislative councils, to the assistance of the executive and subordinate departments, to the friendly cooperation of the respective State governments, to the candid and liberal support of the people so far as it may be deserved by honest industry and zeal, I shall look for whatever success may attend my public service; and knowing that ""except the Lord keep the city the watchman waketh but in vain,"" with fervent supplications for His favor, to His overruling providence I commit with humble but fearless confidence my own fate and the future destinies of my country.",governance,0.4936864674091339,"[""governance"", ""politics"", ""economy"", ""society"", ""war/security""]","[0.4936864674091339, 0.17837202548980713, 0.16026808321475983, 0.14979355037212372, 0.01787986233830452]"
529,"Fellow citizens, about to undertake the arduous duties that I have been appointed to perform by the choice of a free people, I avail myself of this customary and solemn occasion to express the gratitude which their confidence inspires and to acknowledge the accountability which my situation enjoins.",society,0.4462219178676605,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.4462219178676605, 0.3260197043418884, 0.12005535513162613, 0.07132963091135025, 0.03637334331870079]"
530,"While the magnitude of their interests convinces me that no thanks can be adequate to the honor they have conferred, it admonishes me that the best return I can make is the zealous dedication of my humble abilities to their service and their good.",economy,0.33375030755996704,"[""economy"", ""society"", ""governance"", ""politics"", ""war/security""]","[0.33375030755996704, 0.28655627369880676, 0.24501219391822815, 0.07919290661811829, 0.05548831447958946]"
531,"As the instrument of the Federal Constitution it will devolve on me for a stated period to execute the laws of the United States, to superintend their foreign and their confederate relations, to manage their revenue, to command their forces, and, by communications to the Legislature, to watch over and to promote their interests generally.",governance,0.8557981252670288,"[""governance"", ""war/security"", ""society"", ""politics"", ""economy""]","[0.8557981252670288, 0.04803420975804329, 0.04386385157704353, 0.03510110452771187, 0.0172027125954628]"
532,And the principles of action by which I shall endeavor to accomplish this circle of duties it is now proper for me briefly to explain.,governance,0.3781699538230896,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.3781699538230896, 0.23083657026290894, 0.2159198820590973, 0.0955558642745018, 0.07951775193214417]"
533,In administering the laws of Congress I shall keep steadily in view the limitations as well as the extent of the Executive power trusting thereby to discharge the functions of my office without transcending its authority.,governance,0.7474979162216187,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.7474979162216187, 0.08735045790672302, 0.07776007801294327, 0.06924864649772644, 0.01814287155866623]"
534,"With foreign nations it will be my study to preserve peace and to cultivate friendship on fair and honorable terms, and in the adjustment of any differences that may exist or arise to exhibit the forbearance becoming a powerful nation rather than the sensibility belonging to a gallant people.",governance,0.5230033993721008,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.5230033993721008, 0.25537189841270447, 0.13717254996299744, 0.05143703147768974, 0.03301509469747543]"
535,"In such measures as I may be called on to pursue in regard to the rights of the separate States I hope to be animated by a proper respect for those sovereign members of our Union, taking care not to confound the powers they have reserved to themselves with those they have granted to the Confederacy.",governance,0.4518364369869232,"[""governance"", ""politics"", ""society"", ""war/security"", ""economy""]","[0.4518364369869232, 0.33205467462539673, 0.15310443937778473, 0.033889368176460266, 0.029115084558725357]"
536,"The management of the public revenue -- that searching operation in all governments -- is among the most delicate and important trusts in ours, and it will, of course, demand no inconsiderable share of my official solicitude.",governance,0.7268285155296326,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.7268285155296326, 0.10216782242059708, 0.1018577441573143, 0.05964050069451332, 0.00950542651116848]"
537,Under every aspect in which it can be considered it would appear that advantage must result from the observance of a strict and faithful economy.,economy,0.9754760265350342,"[""economy"", ""society"", ""governance"", ""politics"", ""war/security""]","[0.9754760265350342, 0.009672745130956173, 0.008563046343624592, 0.0034772008657455444, 0.002811021637171507]"
538,"This I shall aim at the more anxiously both because it will facilitate the extinguishment of the national debt, the unnecessary duration of which is incompatible with real independence, and because it will counteract that tendency to public and private profligacy which a profuse expenditure of money by the Government is but too apt to engender.",governance,0.36437755823135376,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.36437755823135376, 0.24459050595760345, 0.18674330413341522, 0.17772117257118225, 0.026567455381155014]"
539,Powerful auxiliaries to the attainment of this desirable end are to be found in the regulations provided by the wisdom of Congress for the specific appropriation of public money and the prompt accountability of public officers.,governance,0.4175015985965729,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.4175015985965729, 0.29832834005355835, 0.1419636607170105, 0.12096623331308365, 0.021240169182419777]"
540,"With regard to a proper selection of the subjects of impost with a view to revenue, it would seem to me that the spirit of equity, caution and compromise in which the Constitution was formed requires that the great interests of agriculture, commerce, and manufactures should be equally favored, and that perhaps the only exception to this rule should consist in the peculiar encouragement of any products of either of them that may be found essential to our national independence.",governance,0.3904288709163666,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.3904288709163666, 0.24751903116703033, 0.21673592925071716, 0.10205365717411041, 0.04326245188713074]"
541,"Internal improvement and the diffusion of knowledge, so far as they can be promoted by the constitutional acts of the Federal Government, are of high importance.",society,0.381491482257843,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.381491482257843, 0.3533678948879242, 0.13743284344673157, 0.09713098406791687, 0.030576758086681366]"
542,"Considering standing armies as dangerous to free governments in time of peace, I shall not seek to enlarge our present establishment, nor disregard that salutary lesson of political experience which teaches that the military should be held subordinate to the civil power.",politics,0.522108256816864,"[""politics"", ""governance"", ""society"", ""war/security"", ""economy""]","[0.522108256816864, 0.3704991936683655, 0.05677628144621849, 0.03495674580335617, 0.015659529715776443]"
543,"The gradual increase of our Navy, whose flag has displayed in distant climes our skill in navigation and our fame in arms; the preservation of our forts, arsenals, and dockyards, and the introduction of progressive improvements in the discipline and science of both branches of our military service are so plainly prescribed by prudence that I should be excused for omitting their mention sooner than for enlarging on their importance.",economy,0.5615441799163818,"[""economy"", ""society"", ""war/security"", ""governance"", ""politics""]","[0.5615441799163818, 0.16344615817070007, 0.16309447586536407, 0.08675137162208557, 0.025163762271404266]"
544,"But the bulwark of our defense is the national militia, which in the present state of our intelligence and population must render us invincible.",war/security,0.6585662961006165,"[""war/security"", ""governance"", ""society"", ""politics"", ""economy""]","[0.6585662961006165, 0.14319385588169098, 0.07537873834371567, 0.07468593120574951, 0.04817521944642067]"
545,"As long as our Government is administered for the good of the people, and is regulated by their will; as long as it secures to us the rights of person and of property, liberty of conscience and of the press, it will be worth defending; and so long as it is worth defending a patriotic militia will cover it with an impenetrable aegis.",governance,0.7910581231117249,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.7910581231117249, 0.09044155478477478, 0.053687676787376404, 0.045493658632040024, 0.01931903511285782]"
546,"Partial injuries and occasional mortifications we may be subjected to, but a million of armed freemen, possessed of the means of war, can never be conquered by a foreign foe.",war/security,0.6409067511558533,"[""war/security"", ""society"", ""governance"", ""politics"", ""economy""]","[0.6409067511558533, 0.18233424425125122, 0.07907316833734512, 0.05601073428988457, 0.04167509078979492]"
547,"To any just system, therefore, calculated to strengthen this natural safeguard of the country I shall cheerfully lend all the aid in my power.",society,0.3216489851474762,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.3216489851474762, 0.2913394272327423, 0.21094311773777008, 0.09925452619791031, 0.07681399583816528]"
548,"It will be my sincere and constant desire to observe toward the Indian tribes within our limits a just and liberal policy, and to give that humane and considerate attention to their rights and their wants which is consistent with the habits of our Government and the feelings of our people.",governance,0.8481410145759583,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.8481410145759583, 0.07381884008646011, 0.05353745073080063, 0.016259577125310898, 0.00824312400072813]"
549,"The recent demonstration of public sentiment inscribes on the list of Executive duties, in characters too legible to be overlooked, the task of reform, which will require particularly the correction of those abuses that have brought the patronage of the Federal Government into conflict with the freedom of elections, and the counteraction of those causes which have disturbed the rightful course of appointment and have placed or continued power in unfaithful or incompetent hands.",governance,0.39742740988731384,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.39742740988731384, 0.30181747674942017, 0.24464866518974304, 0.03443744778633118, 0.021668996661901474]"
550,"In the performance of a task thus generally delineated I shall endeavor to select men whose diligence and talents will insure in their respective stations able and faithful cooperation, depending for the advancement of the public service more on the integrity and zeal of the public officers than on their numbers.",governance,0.3600410521030426,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.3600410521030426, 0.2878606617450714, 0.19423286616802216, 0.12341903895139694, 0.034446414560079575]"
551,"A diffidence, perhaps too just, in my own qualifications will teach me to look with reverence to the examples of public virtue left by my illustrious predecessors, and with veneration to the lights that flow from the mind that founded and the mind that reformed our system.",society,0.379203736782074,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.379203736782074, 0.23772795498371124, 0.1689695566892624, 0.1477104276418686, 0.06638839840888977]"
552,"The same diffidence induces me to hope for instruction and aid from the coordinate branches of the Government, and for the indulgence and support of my fellow citizens generally.",governance,0.5249930620193481,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.5249930620193481, 0.2846812605857849, 0.10626424103975296, 0.05984516441822052, 0.02421632595360279]"
553,"And a firm reliance on the goodness of that Power whose providence mercifully protected our national infancy, and has since upheld our liberties in various vicissitudes, encourages me to offer up my ardent supplications that He will continue to make our beloved country the object of His divine care and gracious benediction.",society,0.31794044375419617,"[""society"", ""economy"", ""governance"", ""war/security"", ""politics""]","[0.31794044375419617, 0.2953256070613861, 0.25499632954597473, 0.08256132900714874, 0.04917631298303604]"
554,"Fellow citizens, the will of the American people, expressed through their unsolicited suffrages, calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term.",governance,0.4446291923522949,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.4446291923522949, 0.3701549768447876, 0.13468782603740692, 0.03430861979722977, 0.01621936447918415]"
555,"For their approbation of my public conduct through a period which has not been without its difficulties, and for this renewed expression of their confidence in my good intentions, I am at a loss for terms adequate to the expression of my gratitude.",society,0.31919798254966736,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.31919798254966736, 0.28910189867019653, 0.21201351284980774, 0.12236426770687103, 0.05732238292694092]"
556,It shall be displayed to the extent of my humble abilities in continued efforts so to administer the Government as to preserve their liberty and promote their happiness.,governance,0.8447948694229126,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.8447948694229126, 0.09854363650083542, 0.028194740414619446, 0.01687558740377426, 0.011591074988245964]"
557,So many events have occurred within the last four years which have necessarily called forth -- sometimes under circumstances the most delicate and painful -- my views of the principles and policy which ought to be pursued by the General Government that I need on this occasion but allude to a few leading considerations connected with some of them.,governance,0.6185750365257263,"[""governance"", ""politics"", ""society"", ""war/security"", ""economy""]","[0.6185750365257263, 0.1569211184978485, 0.09020345658063889, 0.0707329586148262, 0.06356743723154068]"
558,"The foreign policy adopted by our Government soon after the formation of our present Constitution, and very generally pursued by successive Administrations, has been crowned with almost complete success, and has elevated our character among the nations of the earth.",governance,0.44239744544029236,"[""governance"", ""politics"", ""society"", ""war/security"", ""economy""]","[0.44239744544029236, 0.31494686007499695, 0.15146201848983765, 0.06964056938886642, 0.02155311219394207]"
559,"To do justice to all and to submit to wrong from none has been during my Administration its governing maxim, and so happy have been its results that we are not only at peace with all the world, but have few causes of controversy, and those of minor importance, remaining unadjusted.",governance,0.8928343057632446,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.8928343057632446, 0.05170046538114548, 0.046203918755054474, 0.004701102152466774, 0.004560242872685194]"
560,"In the domestic policy of this Government there are two objects which especially deserve the attention of the people and their representatives, and which have been and will continue to be the subjects of my increasing solicitude.",politics,0.41610246896743774,"[""politics"", ""governance"", ""economy"", ""society"", ""war/security""]","[0.41610246896743774, 0.2867153584957123, 0.10973973572254181, 0.10331062227487564, 0.08413183689117432]"
561,They are the preservation of the rights of the several States and the integrity of the Union.,governance,0.5601123571395874,"[""governance"", ""society"", ""politics"", ""war/security"", ""economy""]","[0.5601123571395874, 0.2512669861316681, 0.08306810259819031, 0.06790529936552048, 0.03764721006155014]"
562,"These great objects are necessarily connected, and can only be attained by an enlightened exercise of the powers of each within its appropriate sphere in conformity with the public will constitutionally expressed.",society,0.2886528968811035,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.2886528968811035, 0.2776360809803009, 0.24371957778930664, 0.12373044341802597, 0.06626098603010178]"
563,To this end it becomes the duty of all to yield a ready and patriotic submission to the laws constitutionally enacted and thereby promote and strengthen a proper confidence in those institutions of the several States and of the United States which the people themselves have ordained for their own government.,governance,0.6018598675727844,"[""governance"", ""society"", ""politics"", ""war/security"", ""economy""]","[0.6018598675727844, 0.28242069482803345, 0.06370857357978821, 0.026154009625315666, 0.025856874883174896]"
564,"My experience in public concerns and the observation of a life somewhat advanced confirm the opinions long since imbibed by me, that the destruction of our State governments or the annihilation of their control over the local concerns of the people would lead directly to revolution and anarchy, and finally to despotism and military domination.",governance,0.6645272374153137,"[""governance"", ""society"", ""politics"", ""war/security"", ""economy""]","[0.6645272374153137, 0.12849558889865875, 0.1114606186747551, 0.06695998460054398, 0.02855655737221241]"
565,"In proportion, therefore, as the General Government encroaches upon the rights of the States, in the same proportion does it impair its own power and detract from its ability to fulfill the purposes of its creation.",governance,0.7515395879745483,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.7515395879745483, 0.1058197095990181, 0.0785103514790535, 0.03972002491354942, 0.024410348385572433]"
566,"Solemnly impressed with these considerations, my countrymen will ever find me ready to exercise my constitutional powers in arresting measures which may directly or indirectly encroach upon the rights of the States or tend to consolidate all political power in the General Government.",governance,0.4066896438598633,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.4066896438598633, 0.278074711561203, 0.2616109549999237, 0.026876604184508324, 0.026748038828372955]"
567,"But of equal and, indeed, of incalculable, importance is the union of these States, and the sacred duty of all to contribute to its preservation by a liberal support of the General Government in the exercise of its just powers.",governance,0.663422167301178,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.663422167301178, 0.17766909301280975, 0.11293745040893555, 0.025259537622332573, 0.020711742341518402]"
568,"You have been wisely admonished to ""accustom yourselves to think and speak of the Union as of the palladium of your political safety and prosperity, watching for its preservation with Jealous anxiety, discountenancing whatever may suggest even a suspicion that it can in any event be abandoned, and indignantly frowning upon the first dawning of any attempt to alienate any portion of our country from the rest or to enfeeble the sacred ties which now link together the various parts.""",society,0.35533958673477173,"[""society"", ""politics"", ""governance"", ""economy"", ""war/security""]","[0.35533958673477173, 0.2688329219818115, 0.24066133797168732, 0.07421187311410904, 0.060954224318265915]"
569,Without union our independence and liberty would never have been achieved; without union they never can be maintained.,society,0.47430068254470825,"[""society"", ""governance"", ""economy"", ""war/security"", ""politics""]","[0.47430068254470825, 0.23269349336624146, 0.11916819959878922, 0.09031610190868378, 0.0835215300321579]"
570,"Divided into twenty-four, or even a smaller number, of separate communities, we shall see our internal trade burdened with numberless restraints and exactions; communication between distant points and sections obstructed or cut off; our sons made soldiers to deluge with blood the fields they now till in peace; the mass of our people borne down and impoverished by taxes to support armies and navies, and military leaders at the head of their victorious legions becoming our lawgivers and judges.",war/security,0.2828385531902313,"[""war/security"", ""governance"", ""society"", ""politics"", ""economy""]","[0.2828385531902313, 0.25095289945602417, 0.24677009880542755, 0.11116119474172592, 0.10827726125717163]"
571,"The loss of liberty, of all good government, of peace, plenty, and happiness, must inevitably follow a dissolution of the Union.",governance,0.4262758493423462,"[""governance"", ""society"", ""politics"", ""war/security"", ""economy""]","[0.4262758493423462, 0.3305200934410095, 0.10773300379514694, 0.09769324213266373, 0.037777893245220184]"
572,"In supporting it, therefore, we support all that is dear to the freeman and the philanthropist The time at which I stand before you is full of interest.",society,0.5038207769393921,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.5038207769393921, 0.1820918172597885, 0.16972343623638153, 0.10576272010803223, 0.03860125318169594]"
573,The eyes of all nations are fixed on our Republic.,governance,0.6328594088554382,"[""governance"", ""society"", ""politics"", ""war/security"", ""economy""]","[0.6328594088554382, 0.21649689972400665, 0.102317214012146, 0.02825082838535309, 0.02007570117712021]"
574,The event of the existing crisis will be decisive in the opinion of mankind of the practicability of our federal system of government.,governance,0.5895712971687317,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.5895712971687317, 0.21659588813781738, 0.1485300362110138, 0.02779967337846756, 0.017503133043646812]"
575,Great is the stake placed in our hands; great is the responsibility which must rest upon the people of the United States.,society,0.4252382516860962,"[""society"", ""governance"", ""politics"", ""war/security"", ""economy""]","[0.4252382516860962, 0.40912380814552307, 0.09592879563570023, 0.04140065237879753, 0.028308484703302383]"
576,Let us realize the importance of the attitude in which we stand before the world.,society,0.34209102392196655,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.34209102392196655, 0.2660054862499237, 0.16831398010253906, 0.13179391622543335, 0.09179563075304031]"
577,Let us exercise forbearance and firmness.,economy,0.6499252319335938,"[""economy"", ""governance"", ""society"", ""politics"", ""war/security""]","[0.6499252319335938, 0.17676037549972534, 0.11252766847610474, 0.03373606130480766, 0.0270506851375103]"
578,Let us extricate our country from the dangers which surround it and learn wisdom from the lessons they inculcate.,society,0.464094877243042,"[""society"", ""war/security"", ""governance"", ""economy"", ""politics""]","[0.464094877243042, 0.17155589163303375, 0.16232290863990784, 0.11181259900331497, 0.09021363407373428]"
579,"Deeply impressed with the truth of these observations, and under the obligation of that solemn oath which I am about to take, I shall continue to exert all my faculties to maintain the just powers of the Constitution and to transmit unimpaired to posterity the blessings of our Federal Union.",governance,0.4813435971736908,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.4813435971736908, 0.24833087623119354, 0.12625744938850403, 0.09834646433591843, 0.04572164639830589]"
580,"At the same time, it will be my aim to inculcate by my official acts the necessity of exercising by the General Government those powers only that are clearly delegated; to encourage simplicity and economy in the expenditures of the Government; to raise no more money from the people than may be requisite for these objects, and in a manner that will best promote the interests of all classes of the community and of all portions of the Union.",economy,0.5605425238609314,"[""economy"", ""governance"", ""politics"", ""society"", ""war/security""]","[0.5605425238609314, 0.25071752071380615, 0.10708902031183243, 0.07432988286018372, 0.007321070414036512]"
